id,title,text,author,source,topic,publish_date,year,month,day,word_count,char_count,title_length,label
3422,Secret Government Update 3422,"This article discusses Secret Government Update 3422. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Anonymous,ClickDaily,Secret Government,2023-09-18,2023,9,18,32,227,29,0
3423,Science Update 3423,This article discusses Science Update 3423. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,The Guardian,Science,2023-10-26,2023,10,26,29,210,19,1
3424,Education Update 3424,This article discusses Education Update 3424. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Sara Ahmed,Dawn News,Education,2024-08-28,2024,8,28,29,212,21,1
3425,Conspiracy Update 3425,"This article discusses Conspiracy Update 3425. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",News Staff,ViralNow,Conspiracy,2024-04-14,2024,4,14,31,220,22,0
3426,Miracle Cure Update 3426,"This article discusses Miracle Cure Update 3426. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,RumorTimes,Miracle Cure,2024-01-13,2024,1,13,32,222,24,0
3427,Economy Update 3427,This article discusses Economy Update 3427. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Sara Ahmed,CNN,Economy,2024-05-03,2024,5,3,29,210,19,1
3428,Health Update 3428,This article discusses Health Update 3428. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,John Smith,Al Jazeera,Health,2023-02-06,2023,2,6,29,209,18,1
3429,Miracle Cure Update 3429,"This article discusses Miracle Cure Update 3429. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Guest Writer,Unknown Blog,Miracle Cure,2024-08-21,2024,8,21,32,222,24,0
3430,Politics Update 3430,This article discusses Politics Update 3430. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,The Guardian,Politics,2024-10-14,2024,10,14,29,211,20,1
3431,Economy Update 3431,This article discusses Economy Update 3431. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Ayesha Khan,Reuters,Economy,2024-05-25,2024,5,25,29,210,19,1
3432,Rumors Update 3432,"This article discusses Rumors Update 3432. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,ShockMedia,Rumors,2024-06-23,2024,6,23,31,216,18,0
3433,Conspiracy Update 3433,"This article discusses Conspiracy Update 3433. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Anonymous,ClickDaily,Conspiracy,2024-11-24,2024,11,24,31,220,22,0
3434,Health Update 3434,This article discusses Health Update 3434. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Sara Ahmed,Dawn News,Health,2024-02-14,2024,2,14,29,209,18,1
3435,Celebrity Gossip Update 3435,"This article discusses Celebrity Gossip Update 3435. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,ClickDaily,Celebrity Gossip,2024-08-08,2024,8,8,32,226,28,0
3436,Health Update 3436,This article discusses Health Update 3436. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,David Lee,Dawn News,Health,2023-12-06,2023,12,6,29,209,18,1
3437,Secret Government Update 3437,"This article discusses Secret Government Update 3437. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",News Staff,ShockMedia,Secret Government,2024-10-13,2024,10,13,32,227,29,0
